0.9450	0.6317
0.8967	0.5333
0.8000	0.4017
0.6883	0.2883
0.5900	0.2083
0.4517	0.1217
0.3317	0.0617
0.2467	0.0383
0.2117	0.0400
0.1550	0.0800
0.1300	0.1583
0.1117	0.2567
0.1050	0.3433
0.1250	0.4133
0.1017	0.4783
0.1183	0.5217
0.1317	0.5567
0.1383	0.6167
0.1900	0.6883
0.2250	0.7417
0.2833	0.7750
0.3317	0.7867
0.4517	0.7867
0.5850	0.7883
0.6917	0.7917
0.7817	0.7967
0.8550	0.8050
